fecha_hora,nodo_id,fuente,profundidad_fondo_m,calado_m,profundidad_libre_m,profundidad_libre_sin_compensar_m,tension_cabo_kg,nivel_lago_cm,temperatura_agua_c,mecanismo_activo,estado_alerta,dias_retraso_validacion
2026-03-30 00:00:00,nodo_02,sensor,5.885,4.858,1.027,0.91,25.69,-3.16,13.46,True,alerta,
2026-03-30 06:00:00,nodo_01,sensor,7.337,5.032,2.305,2.305,19.28,-7.45,12.99,False,normal,
2026-03-30 06:00:00,nodo_02,sensor,5.873,4.853,1.02,0.934,23.18,-7.45,12.99,True,alerta,
2026-03-30 12:00:00,nodo_01,sensor,7.346,5.089,2.257,2.257,17.55,-5.05,14.09,False,normal,
2026-03-30 12:00:00,nodo_02,sensor,5.832,4.77,1.062,0.792,25.64,-5.05,14.09,True,alerta,
2026-03-30 18:00:00,nodo_01,sensor,7.343,5.02,2.323,2.323,20.74,-3.87,13.91,False,normal,
2026-03-30 18:00:00,nodo_02,sensor,5.869,4.838,1.031,0.897,24.37,-3.87,13.91,True,alerta,
2026-03-31 00:00:00,nodo_01,sensor,7.307,4.997,2.31,2.31,19.76,-4.37,13.42,False,normal,
2026-03-31 00:00:00,nodo_02,sensor,5.888,4.888,1.0,1.0,25.73,-4.37,13.42,True,alerta,
2026-03-31 06:00:00,nodo_01,sensor,7.314,5.058,2.256,2.256,19.3,-4.68,13.17,False,normal,
2026-03-31 06:00:00,nodo_02,sensor,5.864,4.824,1.04,0.866,26.09,-4.68,13.17,True,alerta,
2026-03-31 12:00:00,nodo_01,sensor,7.338,5.062,2.276,2.276,20.97,-5.41,13.58,False,normal,
2026-03-31 12:00:00,nodo_02,sensor,5.804,4.758,1.046,0.846,26.16,-5.41,13.58,True,alerta,
2026-03-31 18:00:00,nodo_01,sensor,7.364,5.022,2.342,2.342,21.55,-4.74,14.13,False,normal,
2026-03-31 18:00:00,nodo_02,sensor,5.86,4.822,1.038,0.873,25.08,-4.74,14.13,True,alerta,
2026-04-01 00:00:00,nodo_01,sensor,7.35,4.948,2.402,2.402,19.72,-4.63,13.31,False,normal,
2026-04-01 00:00:00,nodo_02,sensor,5.867,4.836,1.031,0.896,25.39,-4.63,13.31,True,alerta,
2026-04-01 06:00:00,nodo_01,sensor,7.36,4.855,2.505,2.505,23.13,-6.96,13.62,False,normal,
2026-04-01 06:00:00,nodo_02,sensor,5.826,4.757,1.069,0.771,23.82,-6.96,13.62,True,alerta,
2026-04-01 12:00:00,nodo_01,sensor,7.386,4.992,2.394,2.394,20.82,-4.61,13.32,False,normal,
2026-04-01 12:00:00,nodo_02,sensor,5.826,4.774,1.052,0.828,28.38,-4.61,13.32,True,alerta,
2026-04-01 18:00:00,nodo_01,sensor,7.386,5.059,2.327,2.327,20.96,-4.68,13.83,False,normal,
2026-04-01 18:00:00,nodo_02,sensor,5.819,4.74,1.079,0.737,23.66,-4.68,13.83,True,alerta,
2026-04-02 00:00:00,nodo_01,sensor,7.342,5.072,2.27,2.27,20.85,-6.84,13.45,False,normal,
2026-04-02 00:00:00,nodo_02,sensor,5.842,4.82,1.022,0.926,23.97,-6.84,13.45,True,alerta,
2026-04-02 06:00:00,nodo_01,sensor,7.345,5.069,2.276,2.276,19.77,-4.6,13.74,False,normal,
2026-04-02 06:00:00,nodo_02,sensor,5.858,4.818,1.04,0.867,25.4,-4.6,13.74,True,alerta,
2026-04-02 12:00:00,nodo_01,sensor,7.32,5.078,2.242,2.242,17.67,-5.39,13.03,False,normal,
2026-04-02 12:00:00,nodo_02,sensor,5.837,4.807,1.03,0.902,24.47,-5.39,13.03,True,alerta,
2026-04-02 18:00:00,nodo_01,sensor,7.315,5.113,2.202,2.202,21.47,-6.46,13.83,False,normal,
2026-04-02 18:00:00,nodo_02,sensor,5.826,4.811,1.015,0.951,28.81,-6.46,13.83,True,alerta,
2026-04-03 00:00:00,,boletin_oficial,,,,,,-3.77,13.23,,,5
2026-04-03 00:00:00,nodo_01,sensor,7.368,4.909,2.459,2.459,23.49,-7.53,13.07,False,normal,
2026-04-03 00:00:00,nodo_02,sensor,5.846,4.79,1.056,0.812,26.24,-7.53,13.07,True,alerta,
2026-04-03 06:00:00,nodo_01,sensor,7.356,4.997,2.359,2.359,18.87,-4.68,13.62,False,normal,
2026-04-03 06:00:00,nodo_02,sensor,5.845,4.824,1.021,0.93,25.23,-4.68,13.62,True,alerta,
2026-04-03 12:00:00,nodo_01,sensor,7.296,5.02,2.276,2.276,22.27,-4.64,13.35,False,normal,
2026-04-03 12:00:00,nodo_02,sensor,5.877,4.849,1.028,0.907,22.99,-4.64,13.35,True,alerta,
2026-04-03 18:00:00,nodo_01,sensor,7.336,4.933,2.403,2.403,19.1,-6.68,13.24,False,normal,
2026-04-03 18:00:00,nodo_02,sensor,5.843,4.82,1.023,0.923,26.04,-6.68,13.24,True,alerta,
2026-04-04 00:00:00,nodo_01,sensor,7.337,5.003,2.334,2.334,20.71,-4.54,13.52,False,normal,
2026-04-04 00:00:00,nodo_02,sensor,5.859,4.799,1.06,0.799,25.95,-4.54,13.52,True,alerta,
2026-04-04 06:00:00,nodo_01,sensor,7.304,5.087,2.217,2.217,18.13,-5.42,13.34,False,normal,
2026-04-04 06:00:00,nodo_02,sensor,5.825,4.783,1.042,0.861,26.72,-5.42,13.34,True,alerta,
2026-04-04 12:00:00,nodo_01,sensor,7.363,4.961,2.402,2.402,23.33,-4.45,13.3,False,normal,
2026-04-04 12:00:00,nodo_02,sensor,5.818,4.756,1.062,0.792,24.27,-4.45,13.3,True,alerta,
2026-04-04 18:00:00,nodo_01,sensor,7.348,4.993,2.355,2.355,21.45,-5.29,13.5,False,normal,
2026-04-04 18:00:00,nodo_02,sensor,5.913,4.895,1.018,0.941,23.32,-5.29,13.5,True,alerta,
2026-04-05 00:00:00,nodo_01,sensor,7.361,4.961,2.4,2.4,17.85,-5.12,13.55,False,normal,
2026-04-05 00:00:00,nodo_02,sensor,5.791,4.714,1.077,0.742,27.03,-5.12,13.55,True,alerta,
2026-04-05 06:00:00,nodo_01,sensor,7.338,4.99,2.348,2.348,19.13,-5.06,14.04,False,normal,
2026-04-05 06:00:00,nodo_02,sensor,5.819,4.774,1.045,0.851,23.54,-5.06,14.04,True,alerta,
2026-04-05 12:00:00,nodo_01,sensor,7.314,5.035,2.279,2.279,21.55,-6.7,13.56,False,normal,
2026-04-05 12:00:00,nodo_02,sensor,5.836,4.78,1.056,0.813,28.55,-6.7,13.56,True,alerta,
2026-04-05 18:00:00,nodo_01,sensor,7.401,5.021,2.38,2.38,18.94,-4.87,13.19,False,normal,
2026-04-05 18:00:00,nodo_02,sensor,5.85,4.797,1.053,0.822,25.49,-4.87,13.19,True,alerta,
2026-04-06 00:00:00,nodo_01,sensor,7.315,5.004,2.311,2.311,22.38,-5.8,13.75,False,normal,
2026-04-06 00:00:00,nodo_02,sensor,5.833,4.763,1.07,0.767,23.55,-5.8,13.75,True,alerta,
2026-04-06 06:00:00,nodo_01,sensor,7.378,5.007,2.371,2.371,23.48,-5.87,13.46,False,normal,
2026-04-06 06:00:00,nodo_02,sensor,5.853,4.806,1.047,0.843,24.91,-5.87,13.46,True,alerta,
2026-04-06 12:00:00,nodo_01,sensor,7.309,4.956,2.353,2.353,18.94,-5.87,13.73,False,normal,
2026-04-06 12:00:00,nodo_02,sensor,5.834,4.783,1.051,0.83,26.44,-5.87,13.73,True,alerta,
2026-04-06 18:00:00,nodo_01,sensor,7.352,5.125,2.227,2.227,19.99,-5.95,12.91,False,normal,
2026-04-06 18:00:00,nodo_02,sensor,5.866,4.825,1.041,0.862,25.23,-5.95,12.91,True,alerta,
2026-04-07 00:00:00,nodo_01,sensor,7.332,4.988,2.344,2.344,18.22,-5.32,13.75,False,normal,
2026-04-07 00:00:00,nodo_02,sensor,5.836,4.802,1.034,0.888,27.34,-5.32,13.75,True,alerta,
2026-04-07 06:00:00,nodo_01,sensor,7.348,5.041,2.307,2.307,22.09,-5.15,13.71,False,normal,
2026-04-07 06:00:00,nodo_02,sensor,5.865,4.824,1.041,0.864,23.41,-5.15,13.71,True,alerta,
2026-04-07 12:00:00,nodo_01,sensor,7.358,5.003,2.355,2.355,17.3,-5.77,13.27,False,normal,
2026-04-07 12:00:00,nodo_02,sensor,5.823,4.813,1.01,0.967,25.81,-5.77,13.27,True,alerta,
2026-04-07 18:00:00,nodo_01,sensor,7.385,5.061,2.324,2.324,19.68,-6.12,13.75,False,normal,
2026-04-07 18:00:00,nodo_02,sensor,5.884,4.847,1.037,0.877,24.87,-6.12,13.75,True,alerta,
2026-04-08 00:00:00,nodo_01,sensor,7.33,4.965,2.365,2.365,20.45,-5.93,13.45,False,normal,
2026-04-08 00:00:00,nodo_02,sensor,5.822,4.768,1.054,0.821,24.28,-5.93,13.45,True,alerta,
2026-04-08 06:00:00,nodo_01,sensor,7.373,4.926,2.447,2.447,16.17,-5.56,13.93,False,normal,
2026-04-08 06:00:00,nodo_02,sensor,5.872,4.854,1.018,0.94,25.04,-5.56,13.93,True,alerta,
2026-04-08 12:00:00,nodo_01,sensor,7.373,5.038,2.335,2.335,19.96,-5.29,13.48,False,normal,
2026-04-08 12:00:00,nodo_02,sensor,5.842,4.8,1.042,0.862,25.35,-5.29,13.48,True,alerta,
2026-04-08 18:00:00,nodo_01,sensor,7.295,5.009,2.286,2.286,19.98,-6.03,13.69,False,normal,
2026-04-08 18:00:00,nodo_02,sensor,5.857,4.812,1.045,0.851,23.92,-6.03,13.69,True,alerta,
2026-04-09 00:00:00,,boletin_oficial,,,,,,-6.56,13.65,,,4
2026-04-09 00:00:00,nodo_01,sensor,7.372,4.957,2.415,2.415,16.55,-6.33,13.57,False,normal,
2026-04-09 00:00:00,nodo_02,sensor,5.823,4.783,1.04,0.867,21.96,-6.33,13.57,True,alerta,
2026-04-09 06:00:00,nodo_01,sensor,7.32,5.091,2.229,2.229,21.02,-6.16,13.89,False,normal,
2026-04-09 06:00:00,nodo_02,sensor,5.824,4.739,1.085,0.716,24.47,-6.16,13.89,True,alerta,
2026-04-09 12:00:00,nodo_01,sensor,7.323,5.008,2.315,2.315,18.21,-5.81,13.82,False,normal,
2026-04-09 12:00:00,nodo_02,sensor,5.844,4.796,1.048,0.84,27.96,-5.81,13.82,True,alerta,
2026-04-09 18:00:00,nodo_01,sensor,7.298,4.951,2.347,2.347,21.8,-6.11,13.63,False,normal,
2026-04-09 18:00:00,nodo_02,sensor,5.819,4.78,1.039,0.871,26.18,-6.11,13.63,True,alerta,
2026-04-10 00:00:00,nodo_01,sensor,7.318,5.044,2.274,2.274,20.91,-5.89,13.37,False,normal,
2026-04-10 00:00:00,nodo_02,sensor,5.88,4.863,1.017,0.943,24.62,-5.89,13.37,True,alerta,
2026-04-10 06:00:00,nodo_01,sensor,7.371,5.108,2.263,2.263,19.03,-4.27,13.75,False,normal,
2026-04-10 06:00:00,nodo_02,sensor,5.885,4.85,1.035,0.882,25.78,-4.27,13.75,True,alerta,
2026-04-10 12:00:00,nodo_01,sensor,7.317,5.018,2.299,2.299,20.84,-5.78,13.76,False,normal,
2026-04-10 12:00:00,nodo_02,sensor,5.836,4.796,1.04,0.866,23.45,-5.78,13.76,True,alerta,
2026-04-10 18:00:00,nodo_01,sensor,7.34,4.986,2.354,2.354,20.46,-5.29,13.25,False,normal,
2026-04-10 18:00:00,nodo_02,sensor,5.872,4.821,1.051,0.829,24.5,-5.29,13.25,True,alerta,
2026-04-11 00:00:00,nodo_01,sensor,7.378,4.993,2.385,2.385,21.33,-5.81,13.34,False,normal,
2026-04-11 00:00:00,nodo_02,sensor,5.864,4.839,1.025,0.916,26.13,-5.81,13.34,True,alerta,
2026-04-11 06:00:00,nodo_01,sensor,7.324,5.029,2.295,2.295,21.86,-6.03,13.39,False,normal,
2026-04-11 06:00:00,nodo_02,sensor,5.84,4.787,1.053,0.825,27.93,-6.03,13.39,True,alerta,
2026-04-11 12:00:00,nodo_01,sensor,7.385,5.031,2.354,2.354,20.49,-6.98,13.61,False,normal,
2026-04-11 12:00:00,nodo_02,sensor,5.857,4.823,1.034,0.888,26.09,-6.98,13.61,True,alerta,
2026-04-11 18:00:00,nodo_01,sensor,7.319,5.029,2.29,2.29,22.5,-6.35,13.33,False,normal,
2026-04-11 18:00:00,nodo_02,sensor,5.848,4.82,1.028,0.908,26.04,-6.35,13.33,True,alerta,
2026-04-12 00:00:00,nodo_01,sensor,7.295,4.945,2.35,2.35,19.32,-6.19,14.03,False,normal,
2026-04-12 00:00:00,nodo_02,sensor,5.813,4.769,1.044,0.854,22.23,-6.19,14.03,True,alerta,
2026-04-12 06:00:00,nodo_01,sensor,7.295,4.912,2.383,2.383,17.71,-6.25,13.87,False,normal,
2026-04-12 06:00:00,nodo_02,sensor,5.875,4.846,1.029,0.903,29.21,-6.25,13.87,True,alerta,
2026-04-12 12:00:00,nodo_01,sensor,7.393,5.094,2.299,2.299,22.45,-6.32,13.38,False,normal,
2026-04-12 12:00:00,nodo_02,sensor,5.865,4.834,1.031,0.896,26.62,-6.32,13.38,True,alerta,
2026-04-12 18:00:00,nodo_01,sensor,7.327,4.977,2.35,2.35,21.04,-6.74,13.59,False,normal,
2026-04-12 18:00:00,nodo_02,sensor,5.861,4.818,1.043,0.857,27.59,-6.74,13.59,True,alerta,
2026-04-13 00:00:00,nodo_01,sensor,7.309,4.993,2.316,2.316,20.72,-6.62,13.33,False,normal,
2026-04-13 00:00:00,nodo_02,sensor,5.793,4.728,1.065,0.784,26.24,-6.62,13.33,True,alerta,
2026-04-13 06:00:00,nodo_01,sensor,7.333,4.952,2.381,2.381,19.44,-6.0,13.77,False,normal,
2026-04-13 06:00:00,nodo_02,sensor,5.873,4.807,1.066,0.779,27.69,-6.0,13.77,True,alerta,
2026-04-13 12:00:00,nodo_01,sensor,7.313,5.039,2.274,2.274,17.16,-7.09,13.24,False,normal,
2026-04-13 12:00:00,nodo_02,sensor,5.834,4.769,1.065,0.782,25.08,-7.09,13.24,True,alerta,
2026-04-13 18:00:00,nodo_01,sensor,7.301,4.856,2.445,2.445,19.96,-6.36,13.43,False,normal,
2026-04-13 18:00:00,nodo_02,sensor,5.89,4.832,1.058,0.807,24.69,-6.36,13.43,True,alerta,
2026-04-14 00:00:00,,boletin_oficial,,,,,,-6.16,13.48,,,2
2026-04-14 00:00:00,nodo_01,sensor,7.347,4.971,2.376,2.376,20.53,-6.46,13.27,False,normal,
2026-04-14 00:00:00,nodo_02,sensor,5.839,4.805,1.034,0.888,24.04,-6.46,13.27,True,alerta,
2026-04-14 06:00:00,nodo_01,sensor,7.36,4.96,2.4,2.4,22.24,-6.73,13.71,False,normal,
2026-04-14 06:00:00,nodo_02,sensor,5.825,4.773,1.052,0.826,24.25,-6.73,13.71,True,alerta,
2026-04-14 12:00:00,nodo_01,sensor,7.308,4.949,2.359,2.359,20.37,-3.92,13.26,False,normal,
2026-04-14 12:00:00,nodo_02,sensor,5.863,4.811,1.052,0.828,25.52,-3.92,13.26,True,alerta,
2026-04-14 18:00:00,nodo_01,sensor,7.378,4.937,2.441,2.441,20.44,-4.57,13.44,False,normal,
2026-04-14 18:00:00,nodo_02,sensor,5.814,4.751,1.063,0.791,25.32,-4.57,13.44,True,alerta,
2026-04-15 00:00:00,nodo_01,sensor,7.316,4.973,2.343,2.343,20.95,-7.07,13.5,False,normal,
2026-04-15 00:00:00,nodo_02,sensor,5.816,4.746,1.07,0.765,29.37,-7.07,13.5,True,alerta,
2026-04-15 06:00:00,nodo_01,sensor,7.368,4.982,2.386,2.386,18.76,-3.76,13.81,False,normal,
2026-04-15 06:00:00,nodo_02,sensor,5.865,4.841,1.024,0.919,20.99,-3.76,13.81,True,alerta,
2026-04-15 12:00:00,nodo_01,sensor,7.383,4.948,2.435,2.435,18.93,-7.0,14.2,False,normal,
2026-04-15 12:00:00,nodo_02,sensor,5.832,4.761,1.071,0.762,25.46,-7.0,14.2,True,alerta,
2026-04-15 18:00:00,nodo_01,sensor,7.314,4.952,2.362,2.362,20.18,-7.12,13.36,False,normal,
2026-04-15 18:00:00,nodo_02,sensor,5.878,4.837,1.041,0.862,25.0,-7.12,13.36,True,alerta,
2026-04-16 00:00:00,nodo_01,sensor,7.339,4.998,2.341,2.341,19.91,-7.04,13.75,False,normal,
2026-04-16 00:00:00,nodo_02,sensor,5.808,4.749,1.059,0.804,26.7,-7.04,13.75,True,alerta,
2026-04-16 06:00:00,nodo_01,sensor,7.319,5.057,2.262,2.262,20.17,-6.82,13.37,False,normal,
2026-04-16 06:00:00,nodo_02,sensor,5.789,4.712,1.077,0.743,24.37,-6.82,13.37,True,alerta,
2026-04-16 12:00:00,nodo_01,sensor,7.358,4.99,2.368,2.368,18.17,-6.5,13.76,False,normal,
2026-04-16 12:00:00,nodo_02,sensor,5.839,4.776,1.063,0.79,26.36,-6.5,13.76,True,alerta,
2026-04-16 18:00:00,nodo_01,sensor,7.3,5.021,2.279,2.279,23.09,-7.15,13.48,False,normal,
2026-04-16 18:00:00,nodo_02,sensor,5.796,4.734,1.062,0.795,27.49,-7.15,13.48,True,alerta,
2026-04-17 00:00:00,nodo_01,sensor,7.365,5.072,2.293,2.293,18.22,-6.94,13.59,False,normal,
2026-04-17 00:00:00,nodo_02,sensor,5.823,4.769,1.054,0.821,24.97,-6.94,13.59,True,alerta,
2026-04-17 06:00:00,nodo_01,sensor,7.337,4.982,2.355,2.355,20.51,-6.86,13.7,False,normal,
2026-04-17 06:00:00,nodo_02,sensor,5.823,4.767,1.056,0.815,27.35,-6.86,13.7,True,alerta,
2026-04-17 12:00:00,nodo_01,sensor,7.323,5.065,2.258,2.258,19.86,-7.25,13.01,False,normal,
2026-04-17 12:00:00,nodo_02,sensor,5.76,4.695,1.065,0.785,26.86,-7.25,13.01,True,alerta,
2026-04-17 18:00:00,nodo_01,sensor,7.325,4.982,2.343,2.343,19.41,-6.83,13.76,False,normal,
2026-04-17 18:00:00,nodo_02,sensor,5.804,4.721,1.083,0.723,24.89,-6.83,13.76,True,alerta,
2026-04-18 00:00:00,nodo_01,sensor,7.319,5.061,2.258,2.258,20.06,-7.81,13.97,False,normal,
2026-04-18 00:00:00,nodo_02,sensor,5.826,4.768,1.058,0.807,24.19,-7.81,13.97,True,alerta,
2026-04-18 06:00:00,nodo_01,sensor,7.334,4.987,2.347,2.347,20.88,-7.42,13.66,False,normal,
2026-04-18 06:00:00,nodo_02,sensor,5.812,4.743,1.069,0.768,23.36,-7.42,13.66,True,alerta,
2026-04-18 12:00:00,nodo_01,sensor,7.35,4.934,2.416,2.416,21.09,-8.05,13.64,False,normal,
2026-04-18 12:00:00,nodo_02,sensor,5.84,4.81,1.03,0.901,26.63,-8.05,13.64,True,alerta,
2026-04-18 18:00:00,nodo_01,sensor,7.326,4.951,2.375,2.375,21.66,-7.04,14.17,False,normal,
2026-04-18 18:00:00,nodo_02,sensor,5.826,4.806,1.02,0.935,26.65,-7.04,14.17,True,alerta,
2026-04-19 00:00:00,nodo_01,sensor,7.319,5.021,2.298,2.298,19.35,-7.43,13.32,False,normal,
2026-04-19 00:00:00,nodo_02,sensor,5.848,4.799,1.049,0.838,25.85,-7.43,13.32,True,alerta,
2026-04-19 06:00:00,nodo_01,sensor,7.306,5.04,2.266,2.266,20.55,-7.76,13.92,False,normal,
2026-04-19 06:00:00,nodo_02,sensor,5.878,4.845,1.033,0.889,24.85,-7.76,13.92,True,alerta,
2026-04-19 12:00:00,nodo_01,sensor,7.298,5.039,2.259,2.259,21.58,-5.41,13.51,False,normal,
2026-04-19 12:00:00,nodo_02,sensor,5.82,4.76,1.06,0.799,26.72,-5.41,13.51,True,alerta,
2026-04-19 18:00:00,nodo_01,sensor,7.327,5.058,2.269,2.269,18.61,-7.5,13.55,False,normal,
2026-04-19 18:00:00,nodo_02,sensor,5.832,4.767,1.065,0.783,26.13,-7.5,13.55,True,alerta,
2026-04-20 00:00:00,nodo_01,sensor,7.273,4.966,2.307,2.307,22.21,-7.24,14.4,False,normal,
2026-04-20 00:00:00,nodo_02,sensor,5.817,4.749,1.068,0.773,25.72,-7.24,14.4,True,alerta,
2026-04-20 06:00:00,nodo_01,sensor,7.38,5.037,2.343,2.343,20.11,-6.89,13.99,False,normal,
2026-04-20 06:00:00,nodo_02,sensor,5.783,4.722,1.061,0.795,24.11,-6.89,13.99,True,alerta,
2026-04-20 12:00:00,nodo_01,sensor,7.37,5.031,2.339,2.339,23.44,-7.41,13.64,False,normal,
2026-04-20 12:00:00,nodo_02,sensor,5.829,4.779,1.05,0.834,25.1,-7.41,13.64,True,alerta,
2026-04-20 18:00:00,nodo_01,sensor,7.309,4.965,2.344,2.344,17.89,-7.86,13.59,False,normal,
2026-04-20 18:00:00,nodo_02,sensor,5.819,4.787,1.032,0.894,26.52,-7.86,13.59,True,alerta,
2026-04-21 00:00:00,nodo_01,sensor,7.355,4.971,2.384,2.384,20.72,-7.73,13.6,False,normal,
2026-04-21 00:00:00,nodo_02,sensor,5.905,4.871,1.034,0.886,25.1,-7.73,13.6,True,alerta,
2026-04-21 06:00:00,nodo_01,sensor,7.314,4.96,2.354,2.354,21.61,-7.6,13.37,False,normal,
2026-04-21 06:00:00,nodo_02,sensor,5.825,4.744,1.081,0.73,25.28,-7.6,13.37,True,alerta,
2026-04-21 12:00:00,nodo_01,sensor,7.28,4.907,2.373,2.373,21.25,-7.88,13.4,False,normal,
2026-04-21 12:00:00,nodo_02,sensor,5.816,4.749,1.067,0.777,27.67,-7.88,13.4,True,alerta,
2026-04-21 18:00:00,nodo_01,sensor,7.369,5.045,2.324,2.324,19.6,-7.96,13.64,False,normal,
2026-04-21 18:00:00,nodo_02,sensor,5.794,4.764,1.03,0.902,24.3,-7.96,13.64,True,alerta,
2026-04-22 00:00:00,,boletin_oficial,,,,,,-7.41,13.51,,,3
2026-04-22 00:00:00,nodo_01,sensor,7.364,4.992,2.372,2.372,21.84,-5.13,13.44,False,normal,
2026-04-22 00:00:00,nodo_02,sensor,5.883,4.83,1.053,0.824,22.77,-5.13,13.44,True,alerta,
2026-04-22 06:00:00,nodo_01,sensor,7.373,5.014,2.359,2.359,19.08,-5.58,13.66,False,normal,
2026-04-22 06:00:00,nodo_02,sensor,5.855,4.829,1.026,0.912,25.54,-5.58,13.66,True,alerta,
2026-04-22 12:00:00,nodo_01,sensor,7.414,4.976,2.438,2.438,17.06,-6.68,13.4,False,normal,
2026-04-22 12:00:00,nodo_02,sensor,5.855,4.799,1.056,0.812,27.31,-6.68,13.4,True,alerta,
2026-04-22 18:00:00,nodo_01,sensor,7.282,5.046,2.236,2.236,21.5,-8.17,14.12,False,normal,
2026-04-22 18:00:00,nodo_02,sensor,5.798,4.717,1.081,0.728,25.0,-8.17,14.12,True,alerta,
2026-04-23 00:00:00,nodo_01,sensor,7.258,5.059,2.199,2.199,22.38,-8.68,13.38,False,normal,
2026-04-23 00:00:00,nodo_02,sensor,5.837,4.803,1.034,0.886,27.6,-8.68,13.38,True,alerta,
2026-04-23 06:00:00,nodo_01,sensor,7.306,5.039,2.267,2.267,21.97,-8.43,13.52,False,normal,
2026-04-23 06:00:00,nodo_02,sensor,5.858,4.824,1.034,0.886,25.06,-8.43,13.52,True,alerta,
2026-04-23 12:00:00,nodo_01,sensor,7.275,5.064,2.211,2.211,22.84,-7.58,13.23,False,normal,
2026-04-23 12:00:00,nodo_02,sensor,5.81,4.754,1.056,0.812,23.66,-7.58,13.23,True,alerta,
2026-04-23 18:00:00,nodo_01,sensor,7.322,4.995,2.327,2.327,19.87,-6.49,13.59,False,normal,
2026-04-23 18:00:00,nodo_02,sensor,5.824,4.775,1.049,0.837,27.77,-6.49,13.59,True,alerta,
2026-04-24 00:00:00,nodo_01,sensor,7.326,5.045,2.281,2.281,17.69,-8.14,13.65,False,normal,
2026-04-24 00:00:00,nodo_02,sensor,5.774,4.698,1.076,0.748,22.32,-8.14,13.65,True,alerta,
2026-04-24 06:00:00,nodo_01,sensor,7.345,5.025,2.32,2.32,17.3,-7.44,14.25,False,normal,
2026-04-24 06:00:00,nodo_02,sensor,5.809,4.764,1.045,0.848,24.44,-7.44,14.25,True,alerta,
2026-04-24 12:00:00,nodo_01,sensor,7.325,5.025,2.3,2.3,21.44,-7.68,13.32,False,normal,
2026-04-24 12:00:00,nodo_02,sensor,5.768,4.701,1.067,0.777,23.71,-7.68,13.32,True,alerta,
2026-04-24 18:00:00,nodo_01,sensor,7.341,5.098,2.243,2.243,18.16,-9.22,13.5,False,normal,
2026-04-24 18:00:00,nodo_02,sensor,5.823,4.777,1.046,0.846,25.22,-9.22,13.5,True,alerta,
2026-04-25 00:00:00,nodo_01,sensor,7.319,5.088,2.231,2.231,19.46,-8.86,13.65,False,normal,
2026-04-25 00:00:00,nodo_02,sensor,5.82,4.776,1.044,0.853,26.68,-8.86,13.65,True,alerta,
2026-04-25 06:00:00,nodo_01,sensor,7.352,4.997,2.355,2.355,17.34,-8.14,13.57,False,normal,
2026-04-25 06:00:00,nodo_02,sensor,5.856,4.826,1.03,0.901,24.39,-8.14,13.57,True,alerta,
2026-04-25 12:00:00,nodo_01,sensor,7.399,4.987,2.412,2.412,21.79,-8.23,12.85,False,normal,
2026-04-25 12:00:00,nodo_02,sensor,5.808,4.744,1.064,0.787,27.61,-8.23,12.85,True,alerta,
2026-04-25 18:00:00,nodo_01,sensor,7.31,5.057,2.253,2.253,20.89,-8.44,13.53,False,normal,
2026-04-25 18:00:00,nodo_02,sensor,5.727,4.635,1.092,0.694,25.67,-8.44,13.53,True,alerta,
2026-04-26 00:00:00,nodo_01,sensor,7.355,5.055,2.3,2.3,19.39,-7.34,13.5,False,normal,
2026-04-26 00:00:00,nodo_02,sensor,5.804,4.728,1.076,0.747,24.58,-7.34,13.5,True,alerta,
2026-04-26 06:00:00,nodo_01,sensor,7.341,5.026,2.315,2.315,19.04,-8.06,13.73,False,normal,
2026-04-26 06:00:00,nodo_02,sensor,5.832,4.77,1.062,0.792,26.51,-8.06,13.73,True,alerta,
2026-04-26 12:00:00,nodo_01,sensor,7.295,5.011,2.284,2.284,18.77,-8.24,13.71,False,normal,
2026-04-26 12:00:00,nodo_02,sensor,5.817,4.787,1.03,0.899,22.93,-8.24,13.71,True,alerta,
2026-04-26 18:00:00,nodo_01,sensor,7.254,5.011,2.243,2.243,20.0,-8.93,13.48,False,normal,
2026-04-26 18:00:00,nodo_02,sensor,5.786,4.712,1.074,0.753,26.78,-8.93,13.48,True,alerta,
2026-04-27 00:00:00,nodo_01,sensor,7.282,4.962,2.32,2.32,21.31,-8.84,13.35,False,normal,
2026-04-27 00:00:00,nodo_02,sensor,5.793,4.733,1.06,0.801,26.43,-8.84,13.35,True,alerta,
2026-04-27 06:00:00,nodo_01,sensor,7.332,4.938,2.394,2.394,20.09,-8.69,12.97,False,normal,
2026-04-27 06:00:00,nodo_02,sensor,5.821,4.747,1.074,0.753,23.41,-8.69,12.97,True,alerta,
2026-04-27 12:00:00,nodo_01,sensor,7.375,4.935,2.44,2.44,19.03,-9.1,13.87,False,normal,
2026-04-27 12:00:00,nodo_02,sensor,5.815,4.776,1.039,0.87,26.55,-9.1,13.87,True,alerta,
2026-04-27 18:00:00,nodo_01,sensor,7.347,5.138,2.209,2.209,20.59,-8.47,13.72,False,normal,
2026-04-27 18:00:00,nodo_02,sensor,5.8,4.74,1.06,0.801,22.72,-8.47,13.72,True,alerta,
2026-04-28 00:00:00,nodo_01,sensor,7.296,5.001,2.295,2.295,21.43,-8.57,13.28,False,normal,
2026-04-28 00:00:00,nodo_02,sensor,5.783,4.731,1.052,0.826,27.06,-8.57,13.28,True,alerta,
2026-04-28 06:00:00,nodo_01,sensor,7.285,5.044,2.241,2.241,20.39,-10.12,13.32,False,normal,
